	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0002685	GO:0002685	regulation of leukocyte migration	32/538	196/18670	1.5007634787726667e-15	1.6815697455009928e-13	1.1833087479245136e-13	IL1R1/AIF1/SLAMF8/CCR1/C3AR1/NCKAP1L/PYCARD/PTGER4/C5AR1/CCL2/THBS1/LYN/CXCL12/CCL20/CCL5/ICAM1/RAC2/HMOX1/CD74/IL6/TREM2/SERPINE1/CXCL14/DUSP1/CXCL13/ANXA1/CCL4/SLIT2/CXCL10/RARRES2/LGALS3/CX3CR1	32
GO:0042098	GO:0042098	T cell proliferation	31/538	184/18670	1.697883816683255e-15	1.8581956375142787e-13	1.3075991400943747e-13	AIF1/PTPRC/SYK/LILRB2/NCKAP1L/DOCK2/PYCARD/CD86/TNFRSF1B/HLA-DMB/CEBPB/LILRB1/CD4/TGFBR2/VSIG4/HLA-DPB1/PTPN6/CCL5/LRRC32/HLA-DPA1/RAC2/IL1B/GPNMB/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1/SDC4/LGALS3	31
GO:1903555	GO:1903555	regulation of tumor necrosis factor superfamily cytokine production	29/538	163/18670	3.180451488733007e-15	3.4016374331767113e-13	2.3937082257306313e-13	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CD33/TNFAIP3/CD86/CYBB/TYROBP/LY96/LILRB1/TLR1/CYBA/THBS1/CLEC4A/PTPN6/CD2/GPNMB/TREM2/LTF/SPON2/ZFP36/CD36/ACP5/TWIST1/CX3CR1	29
GO:0070098	GO:0070098	chemokine-mediated signaling pathway	22/538	88/18670	4.37791948684898e-15	4.578330912246956e-13	3.2217391124273436e-13	CCR1/CCR5/CCL2/CXCL12/CCL20/CCL5/CCL18/CXCR4/CXCL6/TREM2/CXCL2/CXCL1/CXCL5/PPBP/CXCL3/CXCL13/CCL4/SLIT2/CXCL9/CXCL10/CX3CR1/GPR17	22
GO:1903039	GO:1903039	positive regulation of leukocyte cell-cell adhesion	33/538	218/18670	5.2561674471287814e-15	5.377287827432184e-13	3.7839594482075856e-13	IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/ITGB2/NCKAP1L/PYCARD/CD86/CCL2/HLA-DMB/LILRB1/CD4/IL7R/TGFBR2/HLA-DPB1/LYN/PTPN6/CCL5/HLA-DPA1/ICAM1/IL1B/CD74/LILRB4/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1/CD44/CAV1	33
GO:0045785	GO:0045785	positive regulation of cell adhesion	45/538	403/18670	6.75867317191263e-15	6.766043744464351e-13	4.761217174063312e-13	IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/ITGB2/NCKAP1L/PYCARD/CD86/CCL2/HLA-DMB/LILRB1/CD4/IL7R/TGFBR2/HLA-DPB1/LYN/FN1/PTPN6/CXCL12/CCL5/HLA-DPA1/ICAM1/IL1B/CD74/LILRB4/ITGA5/IBSP/CORO1A/IL6/IL18/EGFL6/CSPG5/CD55/VCAM1/CD36/CXCL13/ANXA1/S100A10/CD44/CAV1/ECM2/SDC4/PDPN	45
GO:0002526	GO:0002526	acute inflammatory response	33/538	220/18670	6.9011920895513985e-15	6.766043744464351e-13	4.761217174063312e-13	S100A8/FCGR2B/CD163/C3AR1/FCER1G/C5AR1/SERPINA1/C1QA/C1S/CEBPB/TREM1/VSIG4/C2/C1QB/FN1/HAMP/SERPING1/HP/ICAM1/IL1B/CFI/C3/IL6/CFH/PTGS2/CD55/NUPR1/C7/A2M/VCAM1/IGKC/ASS1/SERPINA3	33
GO:0071706	GO:0071706	tumor necrosis factor superfamily cytokine production	29/538	168/18670	7.26499836443113e-15	6.977363735308755e-13	4.909921558431865e-13	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CD33/TNFAIP3/CD86/CYBB/TYROBP/LY96/LILRB1/TLR1/CYBA/THBS1/CLEC4A/PTPN6/CD2/GPNMB/TREM2/LTF/SPON2/ZFP36/CD36/ACP5/TWIST1/CX3CR1	29
GO:0030100	GO:0030100	regulation of endocytosis	37/538	281/18670	1.0869413230894357e-14	1.023029173291777e-12	7.198984005135504e-13	CLEC7A/TLR2/CD14/PTPRC/FCGR2B/SYK/HCK/DAB2/NCKAP1L/DOCK2/PYCARD/FCER1G/PLCG2/CCL2/LILRB1/C2/CYBA/IL1B/C3/FGR/RAB27A/TREM2/ANXA2/APOC1/ARC/SERPINE1/PTX3/CD36/APOC2/CAV1/DKK1/CLIP3/NLGN1/SFRP4/LRRTM2/LGALS3/SNAP91	37
GO:0050867	GO:0050867	positive regulation of cell activation	44/538	394/18670	1.3631390009156193e-14	1.2578298310409618e-12	8.851259642684291e-13	CLEC7A/IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/ITGB2/NCKAP1L/VAMP8/PYCARD/FCER1G/CTSC/CD86/CCL2/HLA-DMB/TYROBP/LILRB1/CD4/PLEK/IL7R/TGFBR2/THBS1/HLA-DPB1/LYN/PTPN6/CCL5/HLA-DPA1/CD2/IL1B/CD74/LILRB4/CORO1A/FGR/IL6/IL18/TREM2/CD55/VCAM1/IGKC/CEBPA/ANXA1/CAV1/PDPN	44
GO:0032680	GO:0032680	regulation of tumor necrosis factor production	28/538	160/18670	1.4881971490914418e-14	1.345691075152054e-12	9.469533009211894e-13	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CD33/TNFAIP3/CYBB/TYROBP/LY96/LILRB1/TLR1/CYBA/THBS1/CLEC4A/PTPN6/CD2/GPNMB/TREM2/LTF/SPON2/ZFP36/CD36/ACP5/TWIST1/CX3CR1	28
GO:0050663	GO:0050663	cytokine secretion	34/538	240/18670	1.5155466847228825e-14	1.345691075152054e-12	9.469533009211894e-13	IL4R/TLR2/CD14/AIF1/FCGR2B/SYK/PYCARD/PTGER4/LCP2/TNFAIP3/TLR5/TNFRSF1B/SRGN/LILRB1/TLR1/TCIRG1/LYN/FN1/CSF1R/SERPINB1/LRRC32/CASP1/CD2/IL1B/FGR/ANXA4/POSTN/CLEC5A/CD36/IL1R2/GBP1/ANXA1/CHI3L1/TWIST1	34
GO:0034341	GO:0034341	response to interferon-gamma	31/538	199/18670	1.5964832130556925e-14	1.3913055556740906e-12	9.790518885522824e-13	TLR2/IFI30/AIF1/HCK/CCL2/FCGR1A/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/CCL20/UBD/IRF8/CCL5/TRIM38/HLA-DPA1/CASP1/IFITM2/ICAM1/CCL18/TRIM22/IFITM3/GBP2/VCAM1/IFITM1/GBP1/CCL4/CD44/HLA-DQA1/ASS1/BST2	31
GO:0022409	GO:0022409	positive regulation of cell-cell adhesion	35/538	255/18670	1.635150806930528e-14	1.3990944904391028e-12	9.845329069097496e-13	IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/ITGB2/NCKAP1L/PYCARD/CD86/CCL2/HLA-DMB/LILRB1/CD4/IL7R/TGFBR2/HLA-DPB1/LYN/PTPN6/CCL5/HLA-DPA1/ICAM1/IL1B/CD74/LILRB4/CORO1A/IL6/IL18/CD55/VCAM1/CXCL13/ANXA1/CD44/CAV1/PDPN	35
GO:0032640	GO:0032640	tumor necrosis factor production	28/538	163/18670	2.4263333366613247e-14	2.038986550415749e-12	1.434820428033182e-12	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CD33/TNFAIP3/CYBB/TYROBP/LY96/LILRB1/TLR1/CYBA/THBS1/CLEC4A/PTPN6/CD2/GPNMB/TREM2/LTF/SPON2/ZFP36/CD36/ACP5/TWIST1/CX3CR1	28
GO:0006909	GO:0006909	phagocytosis	42/538	369/18670	2.887569111865942e-14	2.3840175860423026e-12	1.6776163298116811e-12	CLEC7A/TLR2/FCGR2A/CD14/AIF1/PTPRC/FCGR2B/SYK/HCK/ITGB2/NCF4/NCKAP1L/DOCK2/PYCARD/FCER1G/ARPC1B/PLCG2/NCF2/CCL2/TYROBP/FCGR1A/C2/CYBA/THBS1/CD93/BIN2/LYN/IRF8/COLEC12/IL1B/MARCO/C3/CORO1A/FGR/RAB27A/TREM2/CD302/SPON2/PTX3/CD36/IGKC/ANXA1	42
GO:0002696	GO:0002696	positive regulation of leukocyte activation	42/538	380/18670	7.955841070721273e-14	6.455204841174881e-12	4.542482034208553e-12	CLEC7A/IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/ITGB2/NCKAP1L/VAMP8/PYCARD/FCER1G/CTSC/CD86/CCL2/HLA-DMB/TYROBP/LILRB1/CD4/IL7R/TGFBR2/THBS1/HLA-DPB1/LYN/PTPN6/CCL5/HLA-DPA1/CD2/IL1B/CD74/LILRB4/CORO1A/FGR/IL6/IL18/TREM2/CD55/VCAM1/IGKC/CEBPA/ANXA1/CAV1	42
GO:0071674	GO:0071674	mononuclear cell migration	21/538	90/18670	8.173611466996266e-14	6.519494163336344e-12	4.587721975944737e-12	AIF1/SLAMF8/CCR1/C3AR1/C5AR1/CCL2/THBS1/LYN/CXCL12/CCL20/CCL5/CCL18/IL6/SERPINE1/DUSP1/ANXA1/CCL4/SLIT2/CXCL10/RARRES2/LGALS3	21
GO:0050870	GO:0050870	positive regulation of T cell activation	30/538	202/18670	1.5626316420337412e-13	1.2256240845684644e-11	8.624630080417807e-12	IL4R/MAP3K8/AIF1/PTPRC/SYK/LILRB2/NCKAP1L/PYCARD/CD86/CCL2/HLA-DMB/LILRB1/CD4/IL7R/TGFBR2/HLA-DPB1/LYN/PTPN6/CCL5/HLA-DPA1/IL1B/CD74/LILRB4/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1/CAV1	30
GO:0150076	GO:0150076	neuroinflammatory response	19/538	75/18670	2.5345042385473546e-13	1.9516409178645844e-11	1.3733559235918275e-11	TLR2/AIF1/PTPRC/ITGB2/C5AR1/CTSC/C1QA/TNFRSF1B/TYROBP/TLR7/IL1B/IL6/IL18/TREM2/PTGS2/MAPT/MMP9/NUPR1/BACE2	19
GO:0042116	GO:0042116	macrophage activation	21/538	95/18670	2.571222628720872e-13	1.9516409178645844e-11	1.3733559235918275e-11	IL4R/TLR2/AIF1/PTPRC/FCGR2B/SYK/ITGB2/C5AR1/CTSC/C1QA/TYROBP/TLR1/VSIG4/THBS1/CD93/TLR7/CD74/IL6/TREM2/MAPT/CEBPA	21
GO:0050707	GO:0050707	regulation of cytokine secretion	30/538	210/18670	4.4275666789655834e-13	3.3073220303511165e-11	2.3273391431956104e-11	IL4R/TLR2/CD14/AIF1/FCGR2B/SYK/PYCARD/PTGER4/TNFAIP3/TLR5/TNFRSF1B/SRGN/LILRB1/TLR1/LYN/FN1/CSF1R/SERPINB1/LRRC32/CASP1/CD2/IL1B/FGR/ANXA4/POSTN/CLEC5A/IL1R2/GBP1/ANXA1/TWIST1	30
GO:0032602	GO:0032602	chemokine production	20/538	89/18670	6.874253859511552e-13	5.054724791072088e-11	3.5569741187538394e-11	CLEC7A/IL4R/S100A8/TLR2/AIF1/SYK/PYCARD/S100A9/TLR7/CSF1R/HMOX1/IL1B/CD74/CXCL6/IL6/IL18/TREM2/POSTN/SNAI2/TWIST1	20
GO:0002688	GO:0002688	regulation of leukocyte chemotaxis	22/538	114/18670	1.3084336145074805e-12	9.473059369034159e-11	6.666124941280215e-11	AIF1/SLAMF8/CCR1/C3AR1/NCKAP1L/C5AR1/CCL2/THBS1/LYN/CXCL12/CCL5/RAC2/CD74/IL6/SERPINE1/CXCL14/DUSP1/CXCL13/CCL4/SLIT2/CXCL10/RARRES2	22
GO:0071675	GO:0071675	regulation of mononuclear cell migration	15/538	46/18670	1.452986881814077e-12	1.0360236766389464e-10	7.290425406996948e-11	AIF1/SLAMF8/CCR1/C3AR1/C5AR1/THBS1/LYN/CXCL12/CCL5/SERPINE1/DUSP1/SLIT2/CXCL10/RARRES2/LGALS3	15
GO:0045807	GO:0045807	positive regulation of endocytosis	25/538	153/18670	1.9337277331945144e-12	1.3397323636390186e-10	9.427601977337672e-11	CLEC7A/CD14/PTPRC/FCGR2B/SYK/DAB2/NCKAP1L/DOCK2/PYCARD/FCER1G/PLCG2/CCL2/C2/CYBA/IL1B/C3/RAB27A/TREM2/ANXA2/SERPINE1/PTX3/CD36/CLIP3/NLGN1/SFRP4	25
GO:0002687	GO:0002687	positive regulation of leukocyte migration	23/538	128/18670	1.935864868836661e-12	1.3397323636390186e-10	9.427601977337672e-11	IL1R1/AIF1/CCR1/C3AR1/NCKAP1L/PYCARD/C5AR1/THBS1/CXCL12/CCL20/CCL5/ICAM1/RAC2/CD74/IL6/TREM2/SERPINE1/CXCL14/CXCL13/CCL4/CXCL10/RARRES2/LGALS3	23
GO:0042102	GO:0042102	positive regulation of T cell proliferation	20/538	95/18670	2.526700852949173e-12	1.7232832194172186e-10	1.2126622247716398e-10	AIF1/PTPRC/SYK/LILRB2/NCKAP1L/PYCARD/CD86/HLA-DMB/CD4/TGFBR2/HLA-DPB1/CCL5/HLA-DPA1/IL1B/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1	20
GO:0002548	GO:0002548	monocyte chemotaxis	17/538	65/18670	2.6341205808548417e-12	1.7708816362146978e-10	1.246156894341253e-10	AIF1/SLAMF8/CCR1/CCL2/LYN/CXCL12/CCL20/CCL5/CCL18/IL6/SERPINE1/DUSP1/ANXA1/CCL4/SLIT2/CXCL10/LGALS3	17
GO:0007162	GO:0007162	negative regulation of cell adhesion	34/538	289/18670	3.486178793854718e-12	2.3106982258986342e-10	1.6260220141537348e-10	IL4R/PTPRC/FCGR2B/LILRB2/ARHGDIB/COL1A1/CD86/TGFBI/CYP1B1/FGL2/CEBPB/LILRB1/VSIG4/THBS1/LPXN/PTPN6/CXCL12/LRRC32/CD74/GPNMB/FXYD5/DSCAM/POSTN/SERPINE1/DUSP1/SNAI2/SPINT2/GBP1/ANXA1/FZD7/ASS1/SDC4/LGALS3/ERBB3	34
GO:0050764	GO:0050764	regulation of phagocytosis	20/538	98/18670	4.661665046700794e-12	3.0469160708019357e-10	2.1440933094913304e-10	CLEC7A/TLR2/PTPRC/FCGR2B/SYK/HCK/NCKAP1L/DOCK2/PYCARD/FCER1G/CCL2/C2/CYBA/IL1B/C3/FGR/RAB27A/TREM2/PTX3/CD36	20
GO:0002460	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	38/538	361/18670	5.697383641753625e-12	3.6728612901496655e-10	2.5845665374126757e-10	IL1R1/IL4R/PTPRC/FCGR2B/FCER1G/TNFAIP3/CTSC/C1QA/C1S/TNFRSF1B/FGL2/LILRB1/CD4/IL7R/C2/TCIRG1/C1QB/HLA-DQB1/PTPN6/CTSH/PRF1/SERPING1/ICAM1/IL1B/CD74/CFI/C3/RAB27A/IL6/IL18/RFTN1/CD55/C1RL/C7/IGKC/CXCL13/ANXA1/IL13RA2	38
GO:0042742	GO:0042742	defense response to bacterium	36/538	330/18670	7.424963998974296e-12	4.721875753942302e-10	3.3227506032394216e-10	S100A8/TLR2/SYK/SLAMF8/STAB1/LYZ/PYCARD/FCER1G/C5AR1/S100A9/TLR5/CEBPB/CD4/RNASE6/CYBA/HAMP/CCL20/IRF8/HP/PLA2G2A/FGR/CXCL6/IL6/TREM2/SLPI/LTF/SPON2/SERPINE1/GBP2/CD36/IGKC/PPBP/ACP5/CXCL13/PLAC8/RARRES2	36
GO:0070665	GO:0070665	positive regulation of leukocyte proliferation	23/538	139/18670	1.1454335156956757e-11	7.187213499818467e-10	5.057591354917327e-10	AIF1/PTPRC/SYK/LILRB2/NCKAP1L/PYCARD/CD86/HLA-DMB/CD4/TGFBR2/HLA-DPB1/LYN/CCL5/HLA-DPA1/IL1B/CD74/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1/BST2	23
GO:0043900	GO:0043900	regulation of multi-organism process	40/538	405/18670	1.1609057765183297e-11	7.188450768809552e-10	5.058462012363802e-10	CLEC7A/SYK/PYCARD/TNFAIP3/ARHGDIB/FGL2/LHFPL2/LY96/LILRB1/CD4/CYBA/CSF1R/STOM/LY86/PRF1/CCL5/TRIM38/BIRC3/IFITM2/IL1B/CD74/CXCR4/CXCL6/TIMP1/ANXA2/SLPI/APOBEC3G/LTF/CD55/IFITM3/CAV2/ZFP36/PTX3/CD36/IFITM1/TOP2A/CCL4/CAV1/BST2/IFI27	40
GO:0071346	GO:0071346	cellular response to interferon-gamma	26/538	180/18670	1.2737621100756742e-11	7.784837000020938e-10	5.478134789197637e-10	TLR2/IFI30/AIF1/HCK/CCL2/FCGR1A/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/CCL20/IRF8/CCL5/TRIM38/HLA-DPA1/CASP1/ICAM1/CCL18/TRIM22/GBP2/VCAM1/GBP1/CCL4/CD44/HLA-DQA1/ASS1	26
GO:1902105	GO:1902105	regulation of leukocyte differentiation	32/538	272/18670	1.529163485264673e-11	9.225953027763528e-10	6.492237954983349e-10	IL4R/PTPRC/MAFB/FCGR2B/SYK/LILRB2/SLAMF8/CCR1/NCKAP1L/CD86/HCLS1/TYROBP/FGL2/CEBPB/LILRB1/CD4/IL7R/TGFBR2/LYN/EVI2B/PTPN6/TMEM176B/FBN1/CD2/CD74/LILRB4/IL18/TMEM176A/TREM2/LTF/LIF/ANXA1	32
GO:0048002	GO:0048002	antigen processing and presentation of peptide antigen	26/538	189/18670	3.9112145061517266e-11	2.329895628601269e-09	1.6395310907865866e-09	IFI30/FCGR2B/CTSS/NCF4/VAMP8/PYCARD/FCER1G/NCF2/HLA-DMA/CYBB/HLA-DMB/FCGR1A/CYBA/HLA-DPB1/HLA-DQB1/HLA-DRA/CLEC4A/HLA-DRB1/HLA-DPA1/CD74/TREM2/KIF15/KIF2C/CD36/KIF11/HLA-DQA1	26
GO:0002695	GO:0002695	negative regulation of leukocyte activation	25/538	175/18670	4.0536543068036495e-11	2.384562145977247e-09	1.677999532790037e-09	IL4R/PTPRC/FCGR2B/LILRB2/MNDA/TNFAIP3/CD86/TYROBP/FGL2/CEBPB/LILRB1/VSIG4/SAMSN1/LYN/PTPN6/LRRC32/LST1/HMOX1/CD74/GPNMB/SOX11/ANXA1/SDC4/LGALS3/IL13RA2	25
GO:1903557	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	18/538	88/18670	5.282500200677238e-11	3.0690674005416147e-09	2.159681043707679e-09	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CD86/CYBB/TYROBP/LY96/TLR1/CYBA/THBS1/CD2/SPON2/CD36/TWIST1	18
GO:0033627	GO:0033627	cell adhesion mediated by integrin	16/538	68/18670	6.673792781444438e-11	3.830105954814332e-09	2.6952184968452126e-09	SYK/ITGB2/NCKAP1L/CYP1B1/LYN/LPXN/PTPN6/CCL5/FBN1/PLAU/ICAM1/ITGA5/ITGBL1/SERPINE1/SNAI2/CXCL13	16
GO:0002504	GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	19/538	102/18670	8.596758537275295e-11	4.874258515231029e-09	3.4299812756205556e-09	IFI30/FCGR2B/CTSS/PYCARD/FCER1G/HLA-DMA/HLA-DMB/THBS1/HLA-DPB1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DPA1/CD74/TREM2/KIF15/KIF2C/KIF11/HLA-DQA1	19
GO:0052547	GO:0052547	regulation of peptidase activity	41/538	452/18670	9.227319375658204e-11	5.169495831172322e-09	3.637737688699337e-09	CSTA/CLEC7A/COL6A3/S100A8/SYK/PYCARD/PLAUR/S100A9/SERPINA1/TNFAIP8/THBS1/LYN/FN1/SERPINB1/SERPINF1/CTSH/RARRES1/BIRC3/CASP1/TNFSF10/CASP4/SERPING1/FAS/C3/PCOLCE/TIMP1/PI3/SLPI/LTF/PTGS2/MAPT/MMP9/SERPINE1/A2M/SPINT2/BIRC5/CD44/CAV1/BST2/PERP/SERPINA3	41
GO:0050766	GO:0050766	positive regulation of phagocytosis	16/538	70/18670	1.067898833391516e-10	5.8516233035284455e-09	4.117745971078465e-09	CLEC7A/PTPRC/FCGR2B/NCKAP1L/DOCK2/PYCARD/FCER1G/CCL2/C2/CYBA/IL1B/C3/RAB27A/TREM2/PTX3/CD36	16
GO:0002576	GO:0002576	platelet degranulation	21/538	128/18670	1.0693574247842039e-10	5.8516233035284455e-09	4.117745971078465e-09	F13A1/SYK/FCER1G/SERPINA1/SRGN/CFD/LHFPL2/PLEK/THBS1/LYN/FN1/SERPING1/ISLR/TIMP1/SERPINE1/A2M/SCG3/CD36/PPBP/RARRES2/SERPINA3	21
GO:0050866	GO:0050866	negative regulation of cell activation	26/538	199/18670	1.2564075705064807e-10	6.796154053797124e-09	4.782405585981111e-09	IL4R/THBD/PTPRC/FCGR2B/LILRB2/MNDA/TNFAIP3/CD86/TYROBP/FGL2/CEBPB/LILRB1/VSIG4/SAMSN1/LYN/PTPN6/LRRC32/LST1/HMOX1/CD74/GPNMB/SOX11/ANXA1/SDC4/LGALS3/IL13RA2	26
GO:0050671	GO:0050671	positive regulation of lymphocyte proliferation	21/538	130/18670	1.443923077010755e-10	7.592670287835516e-09	5.342908431684196e-09	AIF1/PTPRC/SYK/LILRB2/NCKAP1L/PYCARD/CD86/HLA-DMB/CD4/TGFBR2/HLA-DPB1/CCL5/HLA-DPA1/IL1B/CD74/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1	21
GO:0032637	GO:0032637	interleukin-8 production	17/538	82/18670	1.4520618910012675e-10	7.592670287835516e-09	5.342908431684196e-09	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/CD33/TLR5/TLR1/TLR7/CD2/IL1B/CD74/ANXA4/SERPINE1/ANXA1/CHI3L1	17
GO:0032642	GO:0032642	regulation of chemokine production	17/538	82/18670	1.4520618910012675e-10	7.592670287835516e-09	5.342908431684196e-09	CLEC7A/IL4R/TLR2/AIF1/SYK/PYCARD/TLR7/CSF1R/HMOX1/IL1B/CD74/CXCL6/IL6/TREM2/POSTN/SNAI2/TWIST1	17
GO:0032946	GO:0032946	positive regulation of mononuclear cell proliferation	21/538	131/18670	1.6741418005580008e-10	8.657704740028518e-09	6.09236565015092e-09	AIF1/PTPRC/SYK/LILRB2/NCKAP1L/PYCARD/CD86/HLA-DMB/CD4/TGFBR2/HLA-DPB1/CCL5/HLA-DPA1/IL1B/CD74/CORO1A/IL6/IL18/CD55/VCAM1/ANXA1	21
GO:0002449	GO:0002449	lymphocyte mediated immunity	35/538	352/18670	1.9429943254295954e-10	9.938838364643126e-09	6.993890329292343e-09	IL1R1/IL4R/PTPRC/FCGR2B/FCER1G/CTSC/C1QA/C1S/TNFRSF1B/FGL2/LILRB1/IL7R/C2/TCIRG1/C1QB/HLA-DQB1/PTPN6/CTSH/PRF1/SERPING1/ICAM1/IL1B/CD74/CFI/C3/CORO1A/RAB27A/IL6/IL18/RFTN1/CD55/C1RL/C7/IGKC/IL13RA2	35
GO:0070371	GO:0070371	ERK1 and ERK2 cascade	33/538	317/18670	1.9646453841603355e-10	9.941528148234988e-09	6.9957831109999054e-09	PTPRC/SYK/CCR1/PYCARD/PTGER4/C5AR1/CCL2/CD4/LYN/FN1/CSF1R/PTPN6/CCL20/CTSH/CCL5/ICAM1/IL1B/CD74/MARCO/CCL18/RRAS/GPNMB/PLA2G2A/TREM2/DUSP1/CD36/GBP1/LIF/CCL4/CD44/CHI3L1/ATF3/PLA2G5	33
GO:0051250	GO:0051250	negative regulation of lymphocyte activation	22/538	146/18670	2.117161172201585e-10	1.0599319655724106e-08	7.458666346860232e-09	IL4R/FCGR2B/LILRB2/MNDA/TNFAIP3/CD86/TYROBP/FGL2/CEBPB/LILRB1/VSIG4/SAMSN1/LYN/PTPN6/LRRC32/LST1/CD74/GPNMB/SOX11/ANXA1/SDC4/LGALS3	22
GO:0002573	GO:0002573	myeloid leukocyte differentiation	26/538	204/18670	2.1881341188190784e-10	1.0839325434907981e-08	7.627556717789277e-09	TLR2/MAFB/CCR1/FCER1G/HCLS1/TYROBP/CEBPB/LILRB1/CD4/TGFBR2/TCIRG1/LYN/CSF1R/EVI2B/UBD/FBN1/CD74/LILRB4/TREM2/ANXA2/LTF/JUNB/MMP9/CEBPA/LIF/SNX10	26
GO:0002478	GO:0002478	antigen processing and presentation of exogenous peptide antigen	24/538	175/18670	2.3702149614932953e-10	1.1618991259153592e-08	8.176202049186301e-09	IFI30/FCGR2B/CTSS/NCF4/VAMP8/FCER1G/NCF2/HLA-DMA/CYBB/HLA-DMB/FCGR1A/CYBA/HLA-DPB1/HLA-DQB1/HLA-DRA/CLEC4A/HLA-DRB1/HLA-DPA1/CD74/KIF15/KIF2C/CD36/KIF11/HLA-DQA1	24
GO:0032635	GO:0032635	interleukin-6 production	23/538	161/18670	2.458770155072999e-10	1.1928837473993334e-08	8.394238641193332e-09	CLEC7A/TLR2/AIF1/SYK/LILRB2/NCKAP1L/PYCARD/FCER1G/TNFAIP3/TYROBP/CEBPB/TLR1/CYBA/TLR7/PTPN6/IL1B/CD74/IL6/IL18/TREM2/SPON2/CD36/TWIST1	23
GO:0032677	GO:0032677	regulation of interleukin-8 production	16/538	74/18670	2.60369526323788e-10	1.2503050927344352e-08	8.79830859091984e-09	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/CD33/TLR5/TLR1/TLR7/CD2/IL1B/CD74/ANXA4/SERPINE1/ANXA1	16
GO:0050921	GO:0050921	positive regulation of chemotaxis	21/538	135/18670	2.9827238186387165e-10	1.4178483121731111e-08	9.97729838749325e-09	AIF1/CCR1/C3AR1/NCKAP1L/C5AR1/THBS1/CXCL12/CCL5/RAC2/CD74/CXCR4/IL6/DSCAM/TREM2/SERPINE1/CXCL14/CXCL13/CCL4/SLIT2/CXCL10/RARRES2	21
GO:0032760	GO:0032760	positive regulation of tumor necrosis factor production	17/538	86/18670	3.2060612715669317e-10	1.508772434399398e-08	1.0617125010894282e-08	CLEC7A/TLR2/CD14/PTPRC/SYK/PYCARD/FCER1G/CYBB/TYROBP/LY96/TLR1/CYBA/THBS1/CD2/SPON2/CD36/TWIST1	17
GO:0045088	GO:0045088	regulation of innate immune response	40/538	452/18670	3.3025344232697336e-10	1.538784851079937e-08	1.0828320266395606e-08	CLEC7A/S100A8/TLR2/CD14/FCGR2B/SYK/SLAMF8/CTSS/HCK/ITGB2/MNDA/PYCARD/FCER1G/TNFAIP3/S100A9/PLCG2/TLR5/LY96/LILRB1/TLR1/CTSB/VSIG4/CYBA/TLR7/LYN/CLEC4A/PTPN6/CCL5/COLEC12/BIRC3/SERPING1/MARCO/FGR/CTSK/TREM2/LTF/RFTN1/A2M/CD36/CAV1	40
GO:0050777	GO:0050777	negative regulation of immune response	22/538	150/18670	3.6121729193605075e-10	1.666557427304956e-08	1.1727446856871162e-08	IL4R/PTPRC/COL3A1/FCGR2B/SLAMF8/TNFAIP3/FGL2/LILRB1/IL7R/VSIG4/SAMSN1/LYN/PTPN6/SERPING1/HMOX1/CD55/A2M/ANXA1/LGALS3/BST2/GPR17/IL13RA2	22
GO:0002690	GO:0002690	positive regulation of leukocyte chemotaxis	17/538	87/18670	3.8798657199524323e-10	1.7726842794268105e-08	1.247425401632126e-08	AIF1/CCR1/C3AR1/NCKAP1L/C5AR1/THBS1/CXCL12/CCL5/RAC2/CD74/IL6/SERPINE1/CXCL14/CXCL13/CCL4/CXCL10/RARRES2	17
GO:0032675	GO:0032675	regulation of interleukin-6 production	22/538	152/18670	4.685796745299737e-10	2.120323027248131e-08	1.492056332055969e-08	CLEC7A/TLR2/AIF1/SYK/LILRB2/NCKAP1L/PYCARD/FCER1G/TNFAIP3/TYROBP/CEBPB/TLR1/CYBA/TLR7/PTPN6/IL1B/CD74/IL6/TREM2/SPON2/CD36/TWIST1	22
