#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CTSS	CD74	4443237	4432583	9606.ENSP00000357981	9606.ENSP00000009530	0	0	0	0	0.621	0.161	0.900	0.571	0.984
IGFBP3	FN1	4445494	4441661	9606.ENSP00000370473	9606.ENSP00000346839	0	0	0	0	0.303	0.379	0.900	0.685	0.984
IL6	IL1B	4447254	4435241	9606.ENSP00000385675	9606.ENSP00000263341	0	0	0	0	0.430	0	0	0.973	0.984
TOP2A	BUB1B	4448614	4436731	9606.ENSP00000411532	9606.ENSP00000287598	0	0	0	0	0.963	0.050	0	0.556	0.983
C3AR1	C3	4437821	4433951	9606.ENSP00000302079	9606.ENSP00000245907	0	0	0	0	0.062	0.441	0.900	0.730	0.983
IFITM2	IFITM1	4451879	4447332	9606.ENSP00000484689	9606.ENSP00000386187	0	0	0	0.962	0.832	0	0.900	0.786	0.983
CDC20	ASPM	4443940	4442873	9606.ENSP00000361540	9606.ENSP00000356379	0	0	0	0	0.972	0.168	0	0.346	0.983
CXCL9	CXCL13	4442567	4436695	9606.ENSP00000354901	9606.ENSP00000286758	0	0	0	0	0.482	0	0.900	0.704	0.983
UBE2C	BIRC5	4441865	4437778	9606.ENSP00000348838	9606.ENSP00000301633	0	0	0	0	0.956	0.193	0	0.579	0.983
TOP2A	CENPF	4448614	4442771	9606.ENSP00000411532	9606.ENSP00000355922	0	0	0	0	0.963	0	0	0.566	0.983
CXCL1	MMP9	4446449	4443919	9606.ENSP00000379110	9606.ENSP00000361405	0	0	0	0	0.145	0.379	0.900	0.718	0.983
IL6	CEBPB	4447254	4438125	9606.ENSP00000385675	9606.ENSP00000305422	0	0	0	0	0.088	0	0.900	0.829	0.983
CXCL12	CCL20	4446453	4442174	9606.ENSP00000379140	9606.ENSP00000351671	0	0	0	0	0	0.546	0.900	0.674	0.983
CXCL2	CXCL8	4449392	4438229	9606.ENSP00000427279	9606.ENSP00000306512	0	0	0	0.874	0.824	0	0.900	0.767	0.983
CCL5	CXCR4	4451102	4447439	9606.ENSP00000474412	9606.ENSP00000386884	0	0	0	0	0.061	0.050	0.900	0.832	0.983
CXCR4	CD4	4447439	4432588	9606.ENSP00000386884	9606.ENSP00000011653	0	0	0	0	0.087	0.393	0.900	0.739	0.983
TTK	CCNB2	4443396	4436767	9606.ENSP00000358813	9606.ENSP00000288207	0	0	0	0	0.939	0.358	0	0.612	0.983
PTPRC	CD4	4448605	4432588	9606.ENSP00000411355	9606.ENSP00000011653	0	0	0	0	0.304	0.379	0.900	0.639	0.982
COL6A3	COL1A1	4437161	4433346	9606.ENSP00000295550	9606.ENSP00000225964	0	0	0	0.574	0.770	0	0.900	0.677	0.982
FN1	THBS1	4441661	4434771	9606.ENSP00000346839	9606.ENSP00000260356	0	0	0	0	0.169	0.379	0.900	0.692	0.982
TMEM176A	TMEM176B	4448917	4448545	9606.ENSP00000417626	9606.ENSP00000410269	0	0	0	0.768	0.966	0.371	0	0.931	0.982
IL6	CCL2	4447254	4433339	9606.ENSP00000385675	9606.ENSP00000225831	0	0	0	0	0.267	0	0	0.977	0.982
PLCG2	BLNK	4451677	4433296	9606.ENSP00000482457	9606.ENSP00000224337	0	0	0	0	0.087	0.472	0.900	0.677	0.982
IL6	TIMP1	4447254	4433052	9606.ENSP00000385675	9606.ENSP00000218388	0	0	0	0	0.099	0	0.900	0.819	0.982
TLR1	LY96	4442576	4436604	9606.ENSP00000354932	9606.ENSP00000284818	0	0	0	0	0.242	0.351	0.900	0.681	0.982
FN1	SDC2	4441661	4438282	9606.ENSP00000346839	9606.ENSP00000307046	0	0	0	0	0.151	0.379	0.900	0.696	0.981
CCL5	CXCL12	4451102	4446453	9606.ENSP00000474412	9606.ENSP00000379140	0	0	0	0	0	0.201	0.900	0.791	0.981
CCL5	CXCL2	4451102	4449392	9606.ENSP00000474412	9606.ENSP00000427279	0	0	0	0	0.063	0.228	0.900	0.777	0.981
SERPINA1	CP	4448813	4435459	9606.ENSP00000416066	9606.ENSP00000264613	0	0	0	0	0.118	0	0.900	0.801	0.981
CAV1	CAV2	4440933	4433246	9606.ENSP00000339191	9606.ENSP00000222693	0	0	0	0.858	0.819	0.454	0.800	0.980	0.981
PRC1	NCAPG	4446249	4434176	9606.ENSP00000377793	9606.ENSP00000251496	0	0	0	0	0.969	0	0	0.403	0.981
LYN	HCLS1	4449476	4439338	9606.ENSP00000428924	9606.ENSP00000320176	0	0	0	0	0.205	0.470	0.900	0.621	0.981
CXCL8	CCL2	4438229	4433339	9606.ENSP00000306512	9606.ENSP00000225831	0	0	0	0	0.278	0.667	0	0.925	0.980
CXCL5	CXCL3	4437222	4437221	9606.ENSP00000296027	9606.ENSP00000296026	0	0	0	0.902	0.409	0.667	0.900	0.838	0.980
CXCR4	CXCL8	4447439	4438229	9606.ENSP00000386884	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.812	0.980
NCF4	NCF2	4446646	4442905	9606.ENSP00000380334	9606.ENSP00000356505	0	0	0	0.583	0.531	0.379	0.900	0.953	0.980
ASPM	CENPF	4442873	4442771	9606.ENSP00000356379	9606.ENSP00000355922	0	0	0	0	0.962	0	0	0.495	0.980
NUSAP1	ASPM	4450429	4442873	9606.ENSP00000453403	9606.ENSP00000356379	0	0	0	0	0.975	0	0	0.220	0.980
CXCL2	CXCL1	4449392	4446449	9606.ENSP00000427279	9606.ENSP00000379110	0	0	0	0.979	0.809	0	0.900	0.934	0.980
CCL20	CXCL5	4442174	4437222	9606.ENSP00000351671	9606.ENSP00000296027	0	0	0	0	0.138	0.274	0.900	0.722	0.980
UBE2C	DLGAP5	4441865	4434015	9606.ENSP00000348838	9606.ENSP00000247191	0	0	0	0	0.969	0.058	0	0.388	0.980
CCL5	CCL20	4451102	4442174	9606.ENSP00000474412	9606.ENSP00000351671	0	0	0	0	0.133	0.219	0.900	0.738	0.979
BUB1	MCM4	4437860	4435007	9606.ENSP00000302530	9606.ENSP00000262105	0	0	0	0	0.966	0.050	0	0.417	0.979
CXCL2	CXCL10	4449392	4438146	9606.ENSP00000427279	9606.ENSP00000305651	0	0	0	0	0.139	0	0.900	0.784	0.979
SPP1	MMP7	4446370	4434758	9606.ENSP00000378517	9606.ENSP00000260227	0	0	0	0	0.062	0.379	0.900	0.696	0.979
CCNB2	CENPU	4436767	4436429	9606.ENSP00000288207	9606.ENSP00000281453	0	0	0	0	0.758	0	0.900	0.211	0.979
HCK	ITGB2	4450141	4446737	9606.ENSP00000444986	9606.ENSP00000380948	0	0	0	0	0.708	0.184	0.900	0.235	0.979
ITGB2	CD14	4446737	4438033	9606.ENSP00000380948	9606.ENSP00000304236	0	0	0	0	0.623	0.379	0.900	0.232	0.979
CENPF	CENPU	4442771	4436429	9606.ENSP00000355922	9606.ENSP00000281453	0	0	0	0	0.683	0.114	0.900	0.361	0.979
CXCL9	CCR5	4442567	4436956	9606.ENSP00000354901	9606.ENSP00000292303	0	0	0	0	0.336	0	0.900	0.716	0.979
FN1	SERPINE1	4441661	4433266	9606.ENSP00000346839	9606.ENSP00000223095	0	0	0	0	0.295	0	0.900	0.735	0.979
CXCL1	CXCL5	4446449	4437222	9606.ENSP00000379110	9606.ENSP00000296027	0	0	0	0.907	0.397	0.667	0.900	0.887	0.979
CXCL2	CCL20	4449392	4442174	9606.ENSP00000427279	9606.ENSP00000351671	0	0	0	0	0.248	0	0.900	0.749	0.979
FBLN5	LOX	4441481	4433517	9606.ENSP00000345008	9606.ENSP00000231004	0	0	0	0	0.167	0.363	0.900	0.658	0.979
COL3A1	LUM	4438049	4435725	9606.ENSP00000304408	9606.ENSP00000266718	0	0	0	0	0.834	0.082	0.720	0.547	0.978
COL3A1	PCOLCE	4438049	4433264	9606.ENSP00000304408	9606.ENSP00000223061	0	0	0	0	0.492	0.379	0.900	0.401	0.978
CXCL10	CXCL3	4438146	4437221	9606.ENSP00000305651	9606.ENSP00000296026	0	0	0	0	0.136	0	0.900	0.766	0.978
SPP1	TIMP1	4446370	4433052	9606.ENSP00000378517	9606.ENSP00000218388	0	0	0	0	0.141	0	0.900	0.771	0.978
IL6	SPP1	4447254	4446370	9606.ENSP00000385675	9606.ENSP00000378517	0	0	0	0	0.060	0	0.900	0.793	0.978
ASPM	MAD2L1	4442873	4437296	9606.ENSP00000356379	9606.ENSP00000296509	0	0	0	0	0.960	0.261	0	0.328	0.978
THBS1	TIMP1	4434771	4433052	9606.ENSP00000260356	9606.ENSP00000218388	0	0	0	0	0.119	0	0.900	0.778	0.978
CCL4	CXCL1	4451651	4446449	9606.ENSP00000482259	9606.ENSP00000379110	0	0	0	0	0.165	0	0.900	0.759	0.978
NUSAP1	CCNB2	4450429	4436767	9606.ENSP00000453403	9606.ENSP00000288207	0	0	0	0	0.956	0	0	0.534	0.978
TRIM22	GBP1	4445296	4443543	9606.ENSP00000369299	9606.ENSP00000359504	0	0	0	0	0.711	0	0.900	0.330	0.978
HJURP	CENPU	4448718	4436429	9606.ENSP00000414109	9606.ENSP00000281453	0	0	0	0	0.614	0	0.900	0.482	0.978
CCL4	CXCL2	4451651	4449392	9606.ENSP00000482259	9606.ENSP00000427279	0	0	0	0	0.218	0	0.900	0.745	0.978
EVI2B	EVI2A	4440484	4434020	9606.ENSP00000333779	9606.ENSP00000247270	0	0	0	0	0.783	0	0	0.903	0.978
CXCL10	CCR5	4438146	4436956	9606.ENSP00000305651	9606.ENSP00000292303	0	0	0	0	0.225	0	0.900	0.744	0.978
ITGB2	VCAM1	4446737	4437090	9606.ENSP00000380948	9606.ENSP00000294728	0	0	0	0	0.444	0	0.900	0.630	0.977
NUSAP1	PRC1	4450429	4446249	9606.ENSP00000453403	9606.ENSP00000377793	0	0	0	0	0.962	0	0	0.433	0.977
CCL20	CXCL3	4442174	4437221	9606.ENSP00000351671	9606.ENSP00000296026	0	0	0	0	0.308	0	0.900	0.706	0.977
CTSB	CSTA	4441541	4435441	9606.ENSP00000345672	9606.ENSP00000264474	0	0	0	0	0.064	0.887	0	0.799	0.977
KIF2C	CENPU	4443901	4436429	9606.ENSP00000361298	9606.ENSP00000281453	0	0	0	0	0.682	0	0.900	0.348	0.977
BUB1B	DLGAP5	4436731	4434015	9606.ENSP00000287598	9606.ENSP00000247191	0	0	0	0	0.945	0	0	0.597	0.977
TYROBP	LCP2	4435115	4432628	9606.ENSP00000262629	9606.ENSP00000046794	0	0	0	0	0.571	0	0.900	0.522	0.977
FYB	SKAP2	4449385	4432564	9606.ENSP00000427114	9606.ENSP00000005587	0	0	0	0	0.075	0.435	0.900	0.624	0.977
ITGB2	LILRB2	4446737	4445945	9606.ENSP00000380948	9606.ENSP00000375629	0	0	0	0	0.776	0	0.900	0.066	0.977
SPP1	FN1	4446370	4441661	9606.ENSP00000378517	9606.ENSP00000346839	0	0	0	0	0.102	0	0.900	0.769	0.977
KIF2C	TPX2	4443901	4437665	9606.ENSP00000361298	9606.ENSP00000300403	0	0	0	0	0.942	0	0	0.632	0.977
SYK	FCGR1A	4444619	4443273	9606.ENSP00000364907	9606.ENSP00000358165	0	0	0	0	0.116	0.522	0.900	0.512	0.976
SYK	HCLS1	4444619	4439338	9606.ENSP00000364907	9606.ENSP00000320176	0	0	0	0	0.267	0.539	0.900	0.397	0.976
CXCL10	PPBP	4438146	4437223	9606.ENSP00000305651	9606.ENSP00000296028	0	0	0	0	0.091	0.221	0.900	0.713	0.976
NUSAP1	MAD2L1	4450429	4437296	9606.ENSP00000453403	9606.ENSP00000296509	0	0	0	0	0.962	0	0	0.413	0.976
COL1A2	PCOLCE	4437383	4433264	9606.ENSP00000297268	9606.ENSP00000223061	0	0	0	0	0.561	0	0.900	0.513	0.976
DPYD	UPP1	4443473	4440150	9606.ENSP00000359211	9606.ENSP00000330032	0.077	0	0	0	0.063	0	0.900	0.758	0.976
CXCL12	CXCL13	4446453	4436695	9606.ENSP00000379140	9606.ENSP00000286758	0	0	0	0	0.061	0	0.900	0.766	0.976
PRC1	ASPM	4446249	4442873	9606.ENSP00000377793	9606.ENSP00000356379	0	0	0	0	0.965	0.071	0	0.323	0.976
ITGB2	CD53	4446737	4435973	9606.ENSP00000380948	9606.ENSP00000271324	0	0	0	0	0.671	0	0.900	0.348	0.976
PBK	CDC20	4449452	4443940	9606.ENSP00000428489	9606.ENSP00000361540	0	0	0	0	0.964	0.082	0	0.327	0.976
CXCL12	CXCL10	4446453	4438146	9606.ENSP00000379140	9606.ENSP00000305651	0	0	0	0	0	0.221	0.900	0.725	0.976
UBE2C	TPX2	4441865	4437665	9606.ENSP00000348838	9606.ENSP00000300403	0	0	0	0	0.950	0	0	0.554	0.976
PBK	DLGAP5	4449452	4434015	9606.ENSP00000428489	9606.ENSP00000247191	0	0	0	0	0.957	0.050	0	0.437	0.975
CCL20	CXCL10	4442174	4438146	9606.ENSP00000351671	9606.ENSP00000305651	0	0	0	0	0.143	0	0.900	0.733	0.975
C5AR1	C3	4441697	4433951	9606.ENSP00000347197	9606.ENSP00000245907	0	0	0	0	0.063	0.138	0.900	0.732	0.975
CXCL12	CCR5	4446453	4436956	9606.ENSP00000379140	9606.ENSP00000292303	0	0	0	0	0	0.162	0.900	0.734	0.975
APOC2	APOC1	4450821	4450772	9606.ENSP00000466775	9606.ENSP00000465356	0	0	0	0	0.185	0	0.800	0.861	0.975
ACTA2	MYL9	4448229	4436327	9606.ENSP00000402373	9606.ENSP00000279022	0	0	0	0	0.356	0.291	0.900	0.519	0.975
CCL5	CXCL5	4451102	4437222	9606.ENSP00000474412	9606.ENSP00000296027	0	0	0	0	0.063	0.069	0.900	0.753	0.975
LYN	BLNK	4449476	4433296	9606.ENSP00000428924	9606.ENSP00000224337	0	0	0	0	0.090	0.227	0.900	0.687	0.975
TNFAIP3	BIRC3	4451592	4435265	9606.ENSP00000481570	9606.ENSP00000263464	0	0	0	0	0.296	0.294	0.900	0.572	0.975
CYBA	RAC2	4434915	4434085	9606.ENSP00000261623	9606.ENSP00000249071	0	0	0	0	0.229	0	0.900	0.697	0.974
CXCL9	CXCL8	4442567	4438229	9606.ENSP00000354901	9606.ENSP00000306512	0	0	0	0	0.065	0	0.900	0.744	0.974
IL6	CXCL1	4447254	4446449	9606.ENSP00000385675	9606.ENSP00000379110	0	0	0	0	0.563	0	0	0.942	0.974
PBK	BIRC5	4449452	4437778	9606.ENSP00000428489	9606.ENSP00000301633	0	0	0	0	0.952	0.176	0	0.416	0.974
SYK	FCGR2A	4444619	4435978	9606.ENSP00000364907	9606.ENSP00000271450	0	0	0	0	0.158	0.379	0.900	0.576	0.974
TOP2A	TTK	4448614	4443396	9606.ENSP00000411532	9606.ENSP00000358813	0	0	0	0	0.954	0	0	0.457	0.974
PTGS2	IL1B	4442894	4435241	9606.ENSP00000356438	9606.ENSP00000263341	0	0	0	0	0.561	0	0	0.943	0.974
SERPINE1	TIMP1	4433266	4433052	9606.ENSP00000223095	9606.ENSP00000218388	0	0	0	0	0.174	0	0.900	0.712	0.974
HCK	FCGR1A	4450141	4443273	9606.ENSP00000444986	9606.ENSP00000358165	0	0	0	0	0.428	0.465	0.900	0.257	0.974
COL5A1	COL6A3	4443819	4437161	9606.ENSP00000360882	9606.ENSP00000295550	0	0	0	0.561	0.492	0.361	0.900	0.653	0.974
COL1A2	DCN	4437383	4432629	9606.ENSP00000297268	9606.ENSP00000052754	0	0	0	0	0.910	0.405	0	0.556	0.974
CXCL12	CXCL9	4446453	4442567	9606.ENSP00000379140	9606.ENSP00000354901	0	0	0	0	0.065	0.221	0.900	0.681	0.973
WASF1	NCKAP1L	4446045	4437010	9606.ENSP00000376368	9606.ENSP00000293373	0	0	0	0	0.064	0.375	0.900	0.604	0.973
ITGB2	FCER1G	4446737	4436828	9606.ENSP00000380948	9606.ENSP00000289902	0	0	0	0	0.662	0	0.900	0.291	0.973
LYN	PTPRC	4449476	4448605	9606.ENSP00000428924	9606.ENSP00000411355	0	0	0	0	0.177	0.456	0.900	0.480	0.973
IFITM1	IFITM3	4447332	4446948	9606.ENSP00000386187	9606.ENSP00000382707	0	0	0	0.964	0.740	0	0.900	0.789	0.973
NUSAP1	CENPF	4450429	4442771	9606.ENSP00000453403	9606.ENSP00000355922	0	0	0	0	0.950	0	0	0.490	0.973
PLCG2	FCER1G	4451677	4436828	9606.ENSP00000482457	9606.ENSP00000289902	0	0	0	0	0.087	0.379	0.900	0.591	0.973
ASPM	KIF15	4442873	4439659	9606.ENSP00000356379	9606.ENSP00000324020	0	0	0	0	0.934	0.103	0	0.578	0.973
MX2	BST2	4440471	4434236	9606.ENSP00000333657	9606.ENSP00000252593	0	0	0	0	0.267	0	0.900	0.669	0.973
MMP9	THBS1	4443919	4434771	9606.ENSP00000361405	9606.ENSP00000260356	0	0	0	0	0.062	0.379	0.800	0.801	0.973
CXCL10	CXCL5	4438146	4437222	9606.ENSP00000305651	9606.ENSP00000296027	0	0	0	0	0.097	0	0.900	0.729	0.973
CCL5	PPBP	4451102	4437223	9606.ENSP00000474412	9606.ENSP00000296028	0	0	0	0	0.119	0.223	0.900	0.664	0.973
LYZ	LTF	4434847	4433548	9606.ENSP00000261267	9606.ENSP00000231751	0	0	0	0	0.127	0.379	0.900	0.575	0.973
LYN	FCER1G	4449476	4436828	9606.ENSP00000428924	9606.ENSP00000289902	0	0	0	0	0.174	0.435	0.900	0.501	0.973
ACTA2	MYLK	4448229	4442357	9606.ENSP00000402373	9606.ENSP00000353452	0	0	0	0	0.260	0.186	0.900	0.608	0.973
TOP2A	ASPM	4448614	4442873	9606.ENSP00000411532	9606.ENSP00000356379	0	0	0	0	0.967	0	0	0.234	0.973
CD44	MMP7	4448037	4434758	9606.ENSP00000398632	9606.ENSP00000260227	0	0	0	0	0.065	0.379	0.900	0.582	0.972
CXCL10	CXCL13	4438146	4436695	9606.ENSP00000305651	9606.ENSP00000286758	0	0	0	0	0.153	0	0.900	0.700	0.972
COL5A2	COL5A1	4444466	4443819	9606.ENSP00000364000	9606.ENSP00000360882	0	0	0.421	0.838	0.674	0	0.900	0.823	0.972
COL4A1	COL5A1	4444632	4443819	9606.ENSP00000364979	9606.ENSP00000360882	0	0	0.400	0.684	0.616	0	0.900	0.684	0.972
CXCL12	CXCL8	4446453	4438229	9606.ENSP00000379140	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.733	0.972
COL5A1	PCOLCE	4443819	4433264	9606.ENSP00000360882	9606.ENSP00000223061	0	0	0	0	0.379	0.361	0.900	0.398	0.972
IL1B	PYCARD	4435241	4434024	9606.ENSP00000263341	9606.ENSP00000247470	0	0	0	0	0.089	0	0.900	0.725	0.972
FCGR2B	FCER1G	4442151	4436828	9606.ENSP00000351497	9606.ENSP00000289902	0	0	0	0	0.303	0	0.900	0.637	0.972
C1S	C1QB	4447198	4438900	9606.ENSP00000385035	9606.ENSP00000313967	0	0	0	0	0.227	0	0.900	0.666	0.972
CXCL10	CCR1	4438146	4437243	9606.ENSP00000305651	9606.ENSP00000296140	0	0	0	0	0.153	0	0.900	0.701	0.972
MCM4	KIF11	4435007	4434801	9606.ENSP00000262105	9606.ENSP00000260731	0	0	0	0	0.962	0	0	0.300	0.972
FN1	TIMP1	4441661	4433052	9606.ENSP00000346839	9606.ENSP00000218388	0	0	0	0	0.110	0	0.900	0.712	0.972
CCL4	CXCL5	4451651	4437222	9606.ENSP00000482259	9606.ENSP00000296027	0	0	0	0	0.127	0	0.900	0.698	0.971
CXCL9	CCL20	4442567	4442174	9606.ENSP00000354901	9606.ENSP00000351671	0	0	0	0	0.097	0	0.900	0.705	0.971
COL5A2	COL6A3	4444466	4437161	9606.ENSP00000364000	9606.ENSP00000295550	0	0	0	0.561	0.597	0	0.900	0.727	0.971
UBE2C	BUB1	4441865	4437860	9606.ENSP00000348838	9606.ENSP00000302530	0	0	0	0	0.938	0	0	0.552	0.971
IL6	FN1	4447254	4441661	9606.ENSP00000385675	9606.ENSP00000346839	0	0	0	0	0.074	0	0.900	0.716	0.971
CXCL2	CXCL12	4449392	4446453	9606.ENSP00000427279	9606.ENSP00000379140	0	0	0	0	0	0.224	0.900	0.668	0.971
KIF15	DLGAP5	4439659	4434015	9606.ENSP00000324020	9606.ENSP00000247191	0	0	0	0	0.941	0.056	0	0.531	0.971
ATP6V1G2	TCIRG1	4437833	4435629	9606.ENSP00000302194	9606.ENSP00000265686	0	0	0	0	0	0.402	0.900	0.558	0.971
SERPINA1	IL6	4448813	4447254	9606.ENSP00000416066	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0.722	0.971
HCK	FGR	4450141	4444303	9606.ENSP00000444986	9606.ENSP00000363117	0	0	0	0.953	0.712	0	0.900	0.868	0.971
COL6A2	COL1A2	4437672	4437383	9606.ENSP00000300527	9606.ENSP00000297268	0	0	0	0.581	0.623	0	0.900	0.644	0.971
PBK	TTK	4449452	4443396	9606.ENSP00000428489	9606.ENSP00000358813	0	0	0	0	0.947	0	0	0.482	0.971
C1S	C1QA	4447198	4444428	9606.ENSP00000385035	9606.ENSP00000363773	0	0	0	0	0.180	0.313	0.900	0.548	0.971
NUSAP1	UBE2C	4450429	4441865	9606.ENSP00000453403	9606.ENSP00000348838	0	0	0	0	0.935	0	0	0.557	0.970
COL1A1	PCOLCE	4433346	4433264	9606.ENSP00000225964	9606.ENSP00000223061	0	0	0	0	0.540	0	0.900	0.400	0.970
CCL4	CXCR4	4451651	4447439	9606.ENSP00000482259	9606.ENSP00000386884	0	0	0	0	0.099	0.124	0.900	0.674	0.970
IL6	FSTL1	4447254	4437169	9606.ENSP00000385675	9606.ENSP00000295633	0	0	0	0	0.065	0	0.900	0.707	0.970
CCL4	CCL20	4451651	4442174	9606.ENSP00000482259	9606.ENSP00000351671	0	0	0	0	0.099	0	0.900	0.698	0.970
ITGB2	C3AR1	4446737	4437821	9606.ENSP00000380948	9606.ENSP00000302079	0	0	0	0	0.586	0	0.900	0.343	0.970
FAS	TNFSF10	4441783	4433796	9606.ENSP00000347979	9606.ENSP00000241261	0	0	0	0	0.074	0	0.900	0.709	0.970
PTPRC	LCP2	4448605	4432628	9606.ENSP00000411355	9606.ENSP00000046794	0	0	0	0	0.915	0.379	0	0.473	0.969
COL4A1	COL1A1	4444632	4433346	9606.ENSP00000364979	9606.ENSP00000225964	0	0	0.407	0.706	0.575	0	0.900	0.758	0.969
CXCL12	CCR1	4446453	4437243	9606.ENSP00000379140	9606.ENSP00000296140	0	0	0	0	0	0.162	0.900	0.669	0.969
CXCL8	CEBPB	4438229	4438125	9606.ENSP00000306512	9606.ENSP00000305422	0	0	0	0	0.133	0.294	0.900	0.556	0.969
PBK	BUB1B	4449452	4436731	9606.ENSP00000428489	9606.ENSP00000287598	0	0	0	0	0.942	0.064	0	0.473	0.969
A2M	SERPING1	4439653	4436285	9606.ENSP00000323929	9606.ENSP00000278407	0	0	0	0	0.140	0	0.900	0.672	0.969
CXCL2	CXCL6	4449392	4433365	9606.ENSP00000427279	9606.ENSP00000226317	0	0	0	0.875	0.316	0.550	0.900	0.797	0.969
COL5A1	COL3A1	4443819	4438049	9606.ENSP00000360882	9606.ENSP00000304408	0	0	0.401	0.841	0.642	0	0.900	0.803	0.969
ACTG2	MYL9	4447434	4436327	9606.ENSP00000386857	9606.ENSP00000279022	0	0	0	0	0.288	0.291	0.900	0.472	0.969
IFI27	IFITM1	4451772	4447332	9606.ENSP00000483430	9606.ENSP00000386187	0	0	0	0	0.136	0	0.900	0.670	0.969
COL3A1	COL6A2	4438049	4437672	9606.ENSP00000304408	9606.ENSP00000300527	0	0	0	0.597	0.602	0	0.900	0.668	0.969
HCK	FCGR2A	4450141	4435978	9606.ENSP00000444986	9606.ENSP00000271450	0	0	0	0	0.498	0.294	0.900	0.250	0.969
COL4A1	COL1A2	4444632	4437383	9606.ENSP00000364979	9606.ENSP00000297268	0	0	0.419	0.708	0.566	0.093	0.900	0.684	0.969
CXCL12	CXCL1	4446453	4446449	9606.ENSP00000379140	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0.708	0.969
CSPG5	NCAN	4445771	4434234	9606.ENSP00000373244	9606.ENSP00000252575	0	0	0	0	0.346	0	0.900	0.566	0.969
COL4A1	COL5A2	4444632	4444466	9606.ENSP00000364979	9606.ENSP00000364000	0	0	0.430	0.699	0.581	0	0.900	0.680	0.969
THBS1	SERPINE1	4434771	4433266	9606.ENSP00000260356	9606.ENSP00000223095	0	0	0	0	0.273	0	0.900	0.616	0.969
CXCL2	CXCL3	4449392	4437221	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0	0.979	0.705	0	0.900	0.834	0.969
C1QB	SERPING1	4438900	4436285	9606.ENSP00000313967	9606.ENSP00000278407	0	0	0	0	0.363	0	0.900	0.551	0.968
ASPM	TPX2	4442873	4437665	9606.ENSP00000356379	9606.ENSP00000300403	0	0	0	0	0.966	0	0	0.096	0.968
IFITM1	MX2	4447332	4440471	9606.ENSP00000386187	9606.ENSP00000333657	0	0	0	0	0.345	0	0.900	0.559	0.968
LUM	COL1A1	4435725	4433346	9606.ENSP00000266718	9606.ENSP00000225964	0	0	0	0	0.764	0.082	0.720	0.535	0.968
COL4A1	COL3A1	4444632	4438049	9606.ENSP00000364979	9606.ENSP00000304408	0	0	0.413	0.717	0.570	0	0.900	0.731	0.968
PBK	BUB1	4449452	4437860	9606.ENSP00000428489	9606.ENSP00000302530	0	0	0	0	0.945	0.064	0	0.440	0.968
NUSAP1	TPX2	4450429	4437665	9606.ENSP00000453403	9606.ENSP00000300403	0	0	0	0	0.913	0	0	0.647	0.968
ASPM	BUB1B	4442873	4436731	9606.ENSP00000356379	9606.ENSP00000287598	0	0	0	0	0.923	0.353	0	0.408	0.968
PBK	CCNB2	4449452	4436767	9606.ENSP00000428489	9606.ENSP00000288207	0	0	0	0	0.951	0.090	0	0.354	0.968
MNDA	PYCARD	4443045	4434024	9606.ENSP00000357123	9606.ENSP00000247470	0	0	0	0	0.116	0.091	0.900	0.648	0.968
CCL5	CXCL13	4451102	4436695	9606.ENSP00000474412	9606.ENSP00000286758	0	0	0	0	0.087	0	0.900	0.671	0.967
CCL5	CXCL3	4451102	4437221	9606.ENSP00000474412	9606.ENSP00000296026	0	0	0	0	0.063	0.069	0.900	0.669	0.967
IFITM1	BST2	4447332	4434236	9606.ENSP00000386187	9606.ENSP00000252593	0	0	0	0	0.339	0	0.900	0.542	0.967
CXCL8	CCR5	4438229	4436956	9606.ENSP00000306512	9606.ENSP00000292303	0	0	0	0	0.084	0	0.900	0.674	0.967
CXCL9	CCR1	4442567	4437243	9606.ENSP00000354901	9606.ENSP00000296140	0	0	0	0	0.143	0	0.900	0.653	0.967
CCR5	CCL2	4436956	4433339	9606.ENSP00000292303	9606.ENSP00000225831	0	0	0	0	0.084	0.377	0.600	0.875	0.967
VSIG4	C1QB	4444445	4438900	9606.ENSP00000363869	9606.ENSP00000313967	0	0	0	0	0.955	0	0	0.298	0.967
PTPN6	LCP2	4447701	4432628	9606.ENSP00000391592	9606.ENSP00000046794	0	0	0	0	0.367	0.379	0.800	0.635	0.967
ADORA3	P2RY13	4443373	4439360	9606.ENSP00000358730	9606.ENSP00000320376	0	0	0	0	0.298	0	0.900	0.559	0.966
FN1	C3	4441661	4433951	9606.ENSP00000346839	9606.ENSP00000245907	0	0	0	0	0.095	0.264	0.900	0.558	0.966
CXCR4	CXCL13	4447439	4436695	9606.ENSP00000386884	9606.ENSP00000286758	0	0	0	0	0.061	0	0.900	0.668	0.966
VSIG4	C1QA	4444445	4444428	9606.ENSP00000363869	9606.ENSP00000363773	0	0	0	0	0.955	0	0	0.286	0.966
